time,Hoonah,Skagway,Klukwan,Yakutat,Craig,Kasaan
1980-12-18,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-19,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-20,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-21,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-22,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-23,0.0,0.0,0.0,0.0,0.0,0.0
1980-12-24,0.0,0.0,0.0,0.0,15.095703,16.773438
1980-12-25,31.481445,8.973022,10.974976,19.549316,2.7460938,3.1118164
1980-12-26,3.3388672,6.28302,7.616455,32.802734,10.748779,15.001465
1980-12-27,0.0,1.7876587,0.9127197,0.032226562,1.9311523,0.4560547
1980-12-28,3.8666992,0.4182129,0.3947754,0.0,5.8740234,15.953613
1980-12-29,44.07788,6.4084473,8.994385,27.65918,34.846924,60.671875
1980-12-30,11.908691,1.539917,16.390503,78.87012,2.02417,5.0561523
1980-12-31,3.9804688,0.8449707,3.4091797,38.998047,0.25927734,0.6262207
1981-01-01,15.12793,0.40533447,2.8348389,45.40918,6.3552246,0.9550781
1981-01-02,41.984375,4.185364,11.195557,103.098145,0.0,0.0
1981-01-03,56.589844,4.7192383,15.586548,27.53418,1.6677246,5.8842773
1981-01-04,16.894775,1.211853,4.6450195,27.090332,0.40942383,3.6801758
1981-01-05,0.0,0.092285156,1.0402832,5.5146484,9.999512,11.480713
1981-01-06,60.875,5.7835083,10.906982,19.62793,23.70459,31.53247
1981-01-07,39.418457,2.0509644,10.889404,39.878906,23.283691,26.16504
1981-01-08,14.61377,0.09698486,2.6120605,24.355469,6.781006,6.276367
1981-01-09,35.0542,5.366272,14.371338,8.609375,7.749756,7.618408
